1:0 = Stone =  Stone (#0001)
22997:7 = Field Expansion Module =  Field Expansion Module (#22997/7) Â§cRestricted:Â§r Emitter Slot Â§cModulation:Â§r Projector Â§fStrength:Â§c Theta
22998:0 = Efficiency Upgrade =  Efficiency Upgrade (#22998)
22999:0 = Crystalizor Upgrade Kit =  Crystalizor Upgrade Kit (#22999/0)
22999:1 = MFS Unit Upgrade =  MFS Unit Upgrade (#22999/1)
22999:2 = Lapotronic Upgrade Kit =  Lapotronic Upgrade Kit (#22999/2)
22999:3 = Fission Upgrade Kit =  Fission Upgrade Kit (#22999/3)
25026:0 = Wiring =  Wiring (#25026/0) Â§oÂ§7Press SHIFT for more information.Â§r
25026:1 = Solenoid =  Solenoid (#25026/1) Â§oÂ§7Press SHIFT for more information.Â§r
25026:2 = Servo Motor =  Servo Motor (#25026/2) Â§oÂ§7Press SHIFT for more information.Â§r
25026:3 = Glider Wing =  Glider Wing (#25026/3) Â§oÂ§7Press SHIFT for more information.Â§r
25026:4 = Ion Thruster =  Ion Thruster (#25026/4) Â§oÂ§7Press SHIFT for more information.Â§r
25026:5 = LV Capacitor =  LV Capacitor (#25026/5) Â§oÂ§7Press SHIFT for more information.Â§r
25026:6 = MV Capacitor =  MV Capacitor (#25026/6) Â§oÂ§7Press SHIFT for more information.Â§r
25026:7 = HV Capacitor =  HV Capacitor (#25026/7) Â§oÂ§7Press SHIFT for more information.Â§r
25026:8 = Parachute =  Parachute (#25026/8) Â§oÂ§7Press SHIFT for more information.Â§r
25026:9 = Basic Plating =  Basic Plating (#25026/9) Â§oÂ§7Press SHIFT for more information.Â§r
25026:10 = Advanced Plating =  Advanced Plating (#25026/10) Â§oÂ§7Press SHIFT for more information.Â§r
25026:11 = Force Field Emitter =  Force Field Emitter (#25026/11) Â§oÂ§7Press SHIFT for more information.Â§r
25026:12 = Hologram Emitter =  Hologram Emitter (#25026/12) Â§oÂ§7Press SHIFT for more information.Â§r
25026:13 = Carbon Myofiber =  Carbon Myofiber (#25026/13) Â§oÂ§7Press SHIFT for more information.Â§r
25026:14 = Control Circuit =  Control Circuit (#25026/14) Â§oÂ§7Press SHIFT for more information.Â§r
25026:15 = Myofiber Gel =  Myofiber Gel (#25026/15) Â§oÂ§7Press SHIFT for more information.Â§r
25026:16 = Artificial Muscle =  Artificial Muscle (#25026/16) Â§oÂ§7Press SHIFT for more information.Â§r
25026:17 = Solar Panel =  Solar Panel (#25026/17) Â§oÂ§7Press SHIFT for more information.Â§r
25026:18 = Magnet =  Magnet (#25026/18) Â§oÂ§7Press SHIFT for more information.Â§r
25026:19 = Computer Chip =  Computer Chip (#25026/19) Â§oÂ§7Press SHIFT for more information.Â§r
25027:0 = Power Armor Helmet =  Power Armor Helmet (#25027) Â§7Â§oEnergy: 0/0Â§r Â§oÂ§7Press SHIFT for more information.Â§r
25028:0 = Power Armor Chestplate =  Power Armor Chestplate (#25028) Â§7Â§oEnergy: 0/0Â§r Â§oÂ§7Press SHIFT for more information.Â§r
25029:0 = Power Armor Leggings =  Power Armor Leggings (#25029) Â§7Â§oEnergy: 0/0Â§r Â§oÂ§7Press SHIFT for more information.Â§r
25030:0 = Power Armor Boots =  Power Armor Boots (#25030) Â§7Â§oEnergy: 0/0Â§r Â§oÂ§7Press SHIFT for more information.Â§r
25031:0 = Power Fist =  Power Fist (#25031) Change modes: Sneak+mousewheel. Â§7Â§oEnergy: 0/0Â§r Â§oÂ§7Press SHIFT for more information.Â§r
25256:0 = Wand of the Apprentice =  Wand of the Apprentice (#25256)
25257:0 = Wand of the Adept =  Wand of the Adept (#25257)
25258:0 = Wand of the Thaumaturge =  Wand of the Thaumaturge (#25258)
25259:0 = Wand of Fire =  Wand of Fire (#25259)
25260:0 = Wand of Lightning =  Wand of Lightning (#25260)
25261:0 = Glass Phial =  Glass Phial (#25261/0)
25261:1 = Essentia Aura =  Essentia Aura (#25261/1) Air, Wind, Breath, Movement
25261:7 = Essentia Ignis =  Essentia Ignis (#25261/7) Fire, Heat, Burn, Light
25261:12 = Essentia Saxum =  Essentia Saxum (#25261/12) Earth, Stone, Ground, Foundation
25261:22 = Essentia Aqua =  Essentia Aqua (#25261/22) Water, Fluid, Cold
25261:37 = Essentia Herba =  Essentia Herba (#25261/37) Herb, Plant, Grass
25261:54 = Essentia Bestia =  Essentia Bestia (#25261/54) Animal, Beast
25261:55 = Essentia Corpus =  Essentia Corpus (#25261/55) Body, Flesh, Physique
25261:13 = Essentia Metallum =  Essentia Metallum (#25261/13) Metal, Mine, Ore
25261:21 = Essentia Vitreus =  Essentia Vitreus (#25261/21) Glass, Crystal, Gem, Transparent
25261:25 = Essentia Sonus =  Essentia Sonus (#25261/25) Sound, Noise, Din
25261:15 = Essentia Permutatio =  Essentia Permutatio (#25261/15) Exchange, Change, Barter
25261:27 = Essentia Victus =  Essentia Victus (#25261/27) Life force, Food, Sustenance
25261:28 = Essentia Mortuus =  Essentia Mortuus (#25261/28) Death, Decay, Undead
25261:31 = Essentia Animus =  Essentia Animus (#25261/31) Soul, Spirit
25261:3 = Essentia Vacuos =  Essentia Vacuos (#25261/3) Empty, Void, Insubstantial
25261:4 = Essentia Visum =  Essentia Visum (#25261/4) Sight, Vision, Appearance
25261:5 = Essentia Cognitio =  Essentia Cognitio (#25261/5) Learning, Knowledge, Inquiry
25261:8 = Essentia Fractus =  Essentia Fractus (#25261/8) Destruction, Fragmented, Shattered
25261:10 = Essentia Potentia =  Essentia Potentia (#25261/10) Power, Energy, Strength
25261:11 = Essentia Machina =  Essentia Machina (#25261/11) Mechanism, Machine, Device
25261:18 = Essentia Tutamen =  Essentia Tutamen (#25261/18) Defense, Protection, Security
25261:19 = Essentia Telum =  Essentia Telum (#25261/19) Arrow, Sword, Weapon
25261:20 = Essentia Instrumentum =  Essentia Instrumentum (#25261/20) Instrument, Tool, Implement
25261:30 = Essentia Venenum =  Essentia Venenum (#25261/30) Poison, Drug, Impure
25261:32 = Essentia Carus =  Essentia Carus (#25261/32) Expensive, Precious, Valuable
25261:38 = Essentia Purus =  Essentia Purus (#25261/38) Pure, Clean, Stainless
25261:41 = Essentia Praecantatio =  Essentia Praecantatio (#25261/41) Magic, Sorcery
25261:42 = Essentia Tempus =  Essentia Tempus (#25261/42) Time, Moment, Season
25261:49 = Essentia Imperito =  Essentia Imperito (#25261/49) Control, Command, Dominate
25261:50 = Essentia Tenebris =  Essentia Tenebris (#25261/50) Dark, Night, Blindness
25261:51 = Essentia Fabrico =  Essentia Fabrico (#25261/51) Create, Construct, Work
25261:57 = Essentia Malum =  Essentia Malum (#25261/57) Evil, The Nether, Malice
25261:58 = Essentia Mutatio =  Essentia Mutatio (#25261/58) Flux, Chaos
25261:59 = Essentia Alienis =  Essentia Alienis (#25261/59) Eldritch, The End, Strange, Alien
25261:29 = Essentia Vinculum =  Essentia Vinculum (#25261/29) Bind, Imprison, Trap
25261:56 = Essentia Bestiola =  Essentia Bestiola (#25261/56) Spider, Web, Insects
25261:2 = Essentia Motus =  Essentia Motus (#25261/2) Motion, Movement, Speed
25261:6 = Essentia Volito =  Essentia Volito (#25261/6) Flight, Leap
25261:9 = Essentia Lux =  Essentia Lux (#25261/9) Light, Brightness, Day
25261:16 = Essentia Pannus =  Essentia Pannus (#25261/16) Cloth, Fabric, Garment, Thread
25261:17 = Essentia Solum =  Essentia Solum (#25261/17) Earth, Soil, Ground, Foundation
25261:23 = Essentia Aer =  Essentia Aer (#25261/23) Weather, Mist, Climate
25261:24 = Essentia Gelum =  Essentia Gelum (#25261/24) Cold, Ice, Frost
25261:26 = Essentia Sano =  Essentia Sano (#25261/26) Heal, Repair, Make Sound
25261:33 = Essentia Lignum =  Essentia Lignum (#25261/33) Wood, Forest, Tree
25261:34 = Essentia Flos =  Essentia Flos (#25261/34) Flower, Bloom, Blossom
25261:35 = Essentia Fungus =  Essentia Fungus (#25261/35) Mushroom, Toadstool, Fungi
25261:36 = Essentia Messis =  Essentia Messis (#25261/36) Crops, Harvest
25262:0 = Wispy Essence =  Wispy Essence (#25262/0)
25262:6 = Wispy Essence =  Wispy Essence (#25262/6)
25262:11 = Wispy Essence =  Wispy Essence (#25262/11)
25262:21 = Wispy Essence =  Wispy Essence (#25262/21)
25262:36 = Wispy Essence =  Wispy Essence (#25262/36)
25262:53 = Wispy Essence =  Wispy Essence (#25262/53)
25262:54 = Wispy Essence =  Wispy Essence (#25262/54)
25262:12 = Wispy Essence =  Wispy Essence (#25262/12)
25262:20 = Wispy Essence =  Wispy Essence (#25262/20)
25262:24 = Wispy Essence =  Wispy Essence (#25262/24)
25262:14 = Wispy Essence =  Wispy Essence (#25262/14)
25262:26 = Wispy Essence =  Wispy Essence (#25262/26)
25262:27 = Wispy Essence =  Wispy Essence (#25262/27)
25262:30 = Wispy Essence =  Wispy Essence (#25262/30)
25262:2 = Wispy Essence =  Wispy Essence (#25262/2)
25262:3 = Wispy Essence =  Wispy Essence (#25262/3)
25262:4 = Wispy Essence =  Wispy Essence (#25262/4)
25262:7 = Wispy Essence =  Wispy Essence (#25262/7)
25262:9 = Wispy Essence =  Wispy Essence (#25262/9)
25262:10 = Wispy Essence =  Wispy Essence (#25262/10)
25262:17 = Wispy Essence =  Wispy Essence (#25262/17)
25262:18 = Wispy Essence =  Wispy Essence (#25262/18)
25262:19 = Wispy Essence =  Wispy Essence (#25262/19)
25262:29 = Wispy Essence =  Wispy Essence (#25262/29)
25262:31 = Wispy Essence =  Wispy Essence (#25262/31)
25262:37 = Wispy Essence =  Wispy Essence (#25262/37)
25262:40 = Wispy Essence =  Wispy Essence (#25262/40)
25262:41 = Wispy Essence =  Wispy Essence (#25262/41)
25262:48 = Wispy Essence =  Wispy Essence (#25262/48)
25262:49 = Wispy Essence =  Wispy Essence (#25262/49)
25262:50 = Wispy Essence =  Wispy Essence (#25262/50)
25262:56 = Wispy Essence =  Wispy Essence (#25262/56)
25262:57 = Wispy Essence =  Wispy Essence (#25262/57)
25262:58 = Wispy Essence =  Wispy Essence (#25262/58)
25262:28 = Wispy Essence =  Wispy Essence (#25262/28)
25262:55 = Wispy Essence =  Wispy Essence (#25262/55)
25262:1 = Wispy Essence =  Wispy Essence (#25262/1)
25262:5 = Wispy Essence =  Wispy Essence (#25262/5)
25262:8 = Wispy Essence =  Wispy Essence (#25262/8)
25262:15 = Wispy Essence =  Wispy Essence (#25262/15)
25262:16 = Wispy Essence =  Wispy Essence (#25262/16)
25262:22 = Wispy Essence =  Wispy Essence (#25262/22)
25262:23 = Wispy Essence =  Wispy Essence (#25262/23)
25262:25 = Wispy Essence =  Wispy Essence (#25262/25)
25262:32 = Wispy Essence =  Wispy Essence (#25262/32)
25262:33 = Wispy Essence =  Wispy Essence (#25262/33)
25262:34 = Wispy Essence =  Wispy Essence (#25262/34)
25262:35 = Wispy Essence =  Wispy Essence (#25262/35)
25263:0 = Alumentum =  Alumentum (#25263/0)
25263:1 = Nitor =  Nitor (#25263/1)
25263:2 = Thaumium Ingot =  Thaumium Ingot (#25263/2)
25263:3 = Quicksilver =  Quicksilver (#25263/3)
25263:4 = Magic Tallow =  Magic Tallow (#25263/4)
25263:5 = Zombie Brain =  Zombie Brain (#25263/5)
25263:6 = Amber =  Amber (#25263/6)
25263:7 = Enchanted Fabric =  Enchanted Fabric (#25263/7)
25263:8 = Flux Filter =  Flux Filter (#25263/8)
25263:9 = Knowledge Fragment =  Knowledge Fragment (#25263/9)
25263:10 = Mirrored Glass =  Mirrored Glass (#25263/10)
25264:0 = Air Shard =  Air Shard (#25264/0)
25264:1 = Fire Shard =  Fire Shard (#25264/1)
25264:2 = Water Shard =  Water Shard (#25264/2)
25264:3 = Earth Shard =  Earth Shard (#25264/3)
25264:4 = Vis Shard =  Vis Shard (#25264/4)
25264:5 = Dull Shard =  Dull Shard (#25264/5)
25266:0 = Scribing Tools =  Scribing Tools (#25266)
25267:0 = Thaumonomicon =  Thaumonomicon (#25267/0)
25268:0 = Portable Hole =  Portable Hole (#25268)
25269:0 = Thaumometer =  Thaumometer (#25269)
25271:0 = Wood Golem Worker =  Wood Golem Worker (#25271/0)
25271:1 = Wood Golem Worker =  Wood Golem Worker (#25271/1) Fast
25271:2 = Wood Golem Worker =  Wood Golem Worker (#25271/2) Smart
25271:3 = Wood Golem Worker =  Wood Golem Worker (#25271/3) Perceptive
25271:4 = Wood Golem Worker =  Wood Golem Worker (#25271/4) Strong
25271:16 = Clay Golem Worker =  Clay Golem Worker (#25271/16)
25271:17 = Clay Golem Worker =  Clay Golem Worker (#25271/17) Fast
25271:18 = Clay Golem Worker =  Clay Golem Worker (#25271/18) Smart
25271:19 = Clay Golem Worker =  Clay Golem Worker (#25271/19) Perceptive
25271:20 = Clay Golem Worker =  Clay Golem Worker (#25271/20) Strong
25271:32 = Stone Golem Worker =  Stone Golem Worker (#25271/32)
25271:33 = Stone Golem Worker =  Stone Golem Worker (#25271/33) Fast
25271:34 = Stone Golem Worker =  Stone Golem Worker (#25271/34) Smart
25271:35 = Stone Golem Worker =  Stone Golem Worker (#25271/35) Perceptive
25271:36 = Stone Golem Worker =  Stone Golem Worker (#25271/36) Strong
25271:48 = Tallow Golem Worker =  Tallow Golem Worker (#25271/48)
25271:49 = Tallow Golem Worker =  Tallow Golem Worker (#25271/49) Fast
25271:51 = Tallow Golem Worker =  Tallow Golem Worker (#25271/51) Perceptive
25271:52 = Tallow Golem Worker =  Tallow Golem Worker (#25271/52) Strong
25271:64 = Straw Golem Worker =  Straw Golem Worker (#25271/64)
25271:65 = Straw Golem Worker =  Straw Golem Worker (#25271/65) Fast
25271:66 = Straw Golem Worker =  Straw Golem Worker (#25271/66) Smart
25271:67 = Straw Golem Worker =  Straw Golem Worker (#25271/67) Perceptive
25271:80 = Advanced Clay Golem Worker =  Advanced Clay Golem Worker (#25271/80)
25271:96 = Advanced Stone Golem Worker =  Advanced Stone Golem Worker (#25271/96)
25271:112 = Iron Golem Guardian =  Iron Golem Guardian (#25271/112)
25271:113 = Iron Golem Guardian =  Iron Golem Guardian (#25271/113) Fast
25271:114 = Iron Golem Guardian =  Iron Golem Guardian (#25271/114) Smart
25271:115 = Iron Golem Guardian =  Iron Golem Guardian (#25271/115) Perceptive
25271:116 = Iron Golem Guardian =  Iron Golem Guardian (#25271/116) Strong
25271:128 = Decanting Golem =  Decanting Golem (#25271/128)
25272:0 = Goggles of Revealing =  Goggles of Revealing (#25272)
25273:0 = Thaumium Helm =  Thaumium Helm (#25273)
25274:0 = Thaumium Chestplate =  Thaumium Chestplate (#25274)
25275:0 = Thaumium Leggings =  Thaumium Leggings (#25275)
25276:0 = Thaumium Boots =  Thaumium Boots (#25276)
25277:0 = Thaumium Shovel =  Thaumium Shovel (#25277)
25278:0 = Thaumium Pickaxe =  Thaumium Pickaxe (#25278)
25279:0 = Thaumium Axe =  Thaumium Axe (#25279)
25280:0 = Thaumium Sword =  Thaumium Sword (#25280)
25281:0 = Thaumium Hoe =  Thaumium Hoe (#25281)
25282:0 = Golem Animation Core =  Golem Animation Core (#25282/0) Basic
25282:1 = Golem Animation Core =  Golem Animation Core (#25282/1) Speed
25282:2 = Golem Animation Core =  Golem Animation Core (#25282/2) Intelligence
25282:3 = Golem Animation Core =  Golem Animation Core (#25282/3) Perception
25282:4 = Golem Animation Core =  Golem Animation Core (#25282/4) Strength
25283:0 = Wand of Equal Trade =  Wand of Equal Trade (#25283)
25284:0 = Wand of Excavation =  Wand of Excavation (#25284)
25285:0 = Arcane Door =  Arcane Door (#25285)
25286:0 = Iron Nugget =  Iron Nugget (#25286/0)
25286:5 = Quicksilver Drop =  Quicksilver Drop (#25286/5)
25286:16 = Native Iron Cluster =  Native Iron Cluster (#25286/16)
25286:31 = Native Gold Cluster =  Native Gold Cluster (#25286/31)
25286:1 = Copper Nugget =  Copper Nugget (#25286/1)
25286:17 = Native Copper Cluster =  Native Copper Cluster (#25286/17)
25286:2 = Tin Nugget =  Tin Nugget (#25286/2)
25286:18 = Native Tin Cluster =  Native Tin Cluster (#25286/18)
25286:3 = Silver Nugget =  Silver Nugget (#25286/3)
25286:19 = Native Silver Cluster =  Native Silver Cluster (#25286/19)
25286:4 = Lead Nugget =  Lead Nugget (#25286/4)
25286:20 = Native Lead Cluster =  Native Lead Cluster (#25286/20)
25287:0 = Boots of the Traveller =  Boots of the Traveller (#25287)
25288:0 = Chicken Nugget =  Chicken Nugget (#25288)
25289:0 = Beef Nugget =  Beef Nugget (#25289)
25290:0 = Pork Nugget =  Pork Nugget (#25290)
25292:0 = Accessory: Top Hat =  Accessory: Top Hat (#25292/0)
25292:1 = Accessory: Spectacles =  Accessory: Spectacles (#25292/1)
25292:2 = Accessory: Bowtie =  Accessory: Bowtie (#25292/2)
25292:3 = Accessory: Fez =  Accessory: Fez (#25292/3)
25292:4 = Accessory: Dart Launcher =  Accessory: Dart Launcher (#25292/4)
25292:5 = Accessory: Visor =  Accessory: Visor (#25292/5)
25292:6 = Accessory: Iron Plating =  Accessory: Iron Plating (#25292/6)
25293:0 = Rod of the Nine Hells =  Rod of the Nine Hells (#25293)
25294:0 = Wand of Frost =  Wand of Frost (#25294)
25295:0 = Triple Meat Treat =  Triple Meat Treat (#25295)
25296:0 = Sword of the Zephyr =  Sword of the Zephyr (#25296)
25297:0 = Shovel of the Earthmover =  Shovel of the Earthmover (#25297)
25298:0 = Pickaxe of the Core =  Pickaxe of the Core (#25298)
25299:0 = Axe of the Stream =  Axe of the Stream (#25299)
25300:0 = Hoe of Growth =  Hoe of Growth (#25300)
25301:0 = Thaumaturge's Robe =  Thaumaturge's Robe (#25301)
25302:0 = Thaumaturge's Leggings =  Thaumaturge's Leggings (#25302)
25303:0 = Thaumaturge's Boots =  Thaumaturge's Boots (#25303)
25304:0 = Iron Arcane Key =  Iron Arcane Key (#25304/0)
25304:1 = Gold Arcane Key =  Gold Arcane Key (#25304/1)
25305:0 = Magic Hand Mirror =  Magic Hand Mirror (#25305)
25306:0 = Thaumostatic Harness =  Thaumostatic Harness (#25306)
26090:0 = Mundane Comb =  Mundane Comb (#26090/0)
26090:1 = Molten Comb =  Molten Comb (#26090/1)
26090:3 = Occult Comb =  Occult Comb (#26090/3)
26090:4 = Otherworldy Comb =  Otherworldy Comb (#26090/4)
26090:5 = Papery Comb =  Papery Comb (#26090/5)
26090:6 = Soul Comb =  Soul Comb (#26090/6)
26090:7 = Furtive Comb =  Furtive Comb (#26090/7)
26091:0 = Magic Wax =  Magic Wax (#26091/0)
26091:1 = Soulful Wax =  Soulful Wax (#26091/1)
26091:2 = Amnesic Wax =  Amnesic Wax (#26091/2)
26092:0 = Dull Propolis =  Dull Propolis (#26092/0)
26092:1 = Breezey Propolis =  Breezey Propolis (#26092/1)
26092:2 = Burning Propolis =  Burning Propolis (#26092/2)
26092:3 = Flowing Propolis =  Flowing Propolis (#26092/3)
26092:4 = Stony Propolis =  Stony Propolis (#26092/4)
26092:5 = Infused Propolis =  Infused Propolis (#26092/5)
26092:6 = Unstable Propolis =  Unstable Propolis (#26092/6)
26093:0 = Enchanting Drop =  Enchanting Drop (#26093/0)
26093:1 = Intellect Drop =  Intellect Drop (#26093/1)
26094:0 = Lore Fragment =  Lore Fragment (#26094/0)
26094:1 = Aromatic Lump =  Aromatic Lump (#26094/1)
26094:2 = Concentrated Compound =  Concentrated Compound (#26094/2)
26094:3 = Wither Skeleton Bone Chip =  Wither Skeleton Bone Chip (#26094/3)
26094:4 = Wither Skeleton Skull Fragment =  Wither Skeleton Skull Fragment (#26094/4)
26094:5 = Draconic Dust =  Draconic Dust (#26094/5)
26094:6 = Draconic Chunk =  Draconic Chunk (#26094/6)
26094:7 = Essence of False Life =  Essence of False Life (#26094/7)
26094:8 = Essence of a Shallow Grave =  Essence of a Shallow Grave (#26094/8)
26094:9 = Essence of Lost Time =  Essence of Lost Time (#26094/9)
26094:10 = Essence of Everlasting Durability =  Essence of Everlasting Durability (#26094/10)
26094:11 = Essence of Unending Disregard =  Essence of Unending Disregard (#26094/11)
26095:0 = Thaumaturge's Backpack =  Thaumaturge's Backpack (#26095) 0/15 Slots
26096:0 = Woven Thaumaturge's Backpack =  Woven Thaumaturge's Backpack (#26096) 0/45 Slots
26097:0 = Empty Magic Capsule =  Empty Magic Capsule (#26097/0)
26097:1 = Water Magic Capsule =  Water Magic Capsule (#26097/1)
26097:2 = Lava Magic Capsule =  Lava Magic Capsule (#26097/2)
26097:3 = Biomass Magic Capsule =  Biomass Magic Capsule (#26097/3)
26097:4 =  Magic Capsule =   Magic Capsule (#26097/4)
26097:5 = Oil Magic Capsule =  Oil Magic Capsule (#26097/5)
26097:6 = Fuel Magic Capsule =  Fuel Magic Capsule (#26097/6)
26097:7 = Seed Oil Magic Capsule =  Seed Oil Magic Capsule (#26097/7)
26097:8 = Honey Magic Capsule =  Honey Magic Capsule (#26097/8)
26097:9 = Juice Magic Capsule =  Juice Magic Capsule (#26097/9)
26097:10 = Ice Magic Capsule =  Ice Magic Capsule (#26097/10)
26097:11 = Milk Magic Capsule =  Milk Magic Capsule (#26097/11)
26097:12 = Acid Magic Capsule =  Acid Magic Capsule (#26097/12)
26097:13 = Poison Magic Capsule =  Poison Magic Capsule (#26097/13)
26097:14 = Liquid Nitrogen Magic Capsule =  Liquid Nitrogen Magic Capsule (#26097/14)
26097:15 = Liquid DNA Magic Capsule =  Liquid DNA Magic Capsule (#26097/15)
26097:16 = Creosote Oil Magic Capsule =  Creosote Oil Magic Capsule (#26097/16)
26097:17 = Steam Magic Capsule =  Steam Magic Capsule (#26097/17)
26098:0 = Unusual Pollen =  Unusual Pollen (#26098/0)
